transaction_id,sender_account,receiver_account,timestamp,amount,transaction_type,merchant_category,location,is_fraud,is_synthetic,anomaly_type
USER_ANOM_TRAIN_2089_GEO_30,USER_ANOM_TRAIN_2089,MERCHANT_234,2024-01-03 12:25:00.000000,412532.74,withdrawal,travel_agency,Moscow,1,1,geo_anomaly
USER_TRAIN_1065_NORM_18,USER_TRAIN_1065,MERCHANT_7,2024-01-03 15:32:12.113503,89713.66,withdrawal,groceries,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_HIGH_165,USER_ANOM_TRAIN_2089,MERCHANT_270,2024-02-25 00:04:00.000000,5751458.0,withdrawal,luxury_goods,Jakarta,1,1,high_amount
USER_TRAIN_1065_NORM_1256,USER_TRAIN_1065,MERCHANT_26,2024-03-05 17:58:14.199775,262396.19,withdrawal,dining,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_4_5,USER_ANOM_TRAIN_2089,MERCHANT_217,2024-01-05 00:10:00.000000,101684.55,withdrawal,online_services,Online,1,1,velocity_attack
USER_ANOM_TRAIN_2089_VEL_235_0,USER_ANOM_TRAIN_2089,MERCHANT_236,2024-08-23 00:00:00.000000,90755.16,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_802,USER_TRAIN_1065,MERCHANT_56,2024-04-22 09:09:34.244589,276064.38,withdrawal,utilities,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_VEL_85_2,USER_ANOM_TRAIN_2089,MERCHANT_209,2024-03-26 00:04:00.000000,61267.92,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_364,USER_TRAIN_1065,MERCHANT_72,2024-02-09 08:37:53.519325,91353.99,withdrawal,shopping,Jakarta,0,1,none
USER_TRAIN_1065_NORM_1178,USER_TRAIN_1065,MERCHANT_78,2024-08-12 06:30:45.399647,75720.98,withdrawal,shopping,Surabaya,0,1,none
USER_TRAIN_1065_NORM_299,USER_TRAIN_1065,MERCHANT_55,2024-02-18 05:08:04.880222,437513.11,withdrawal,groceries,Surabaya,0,1,none
USER_ANOM_TRAIN_2089_VEL_38_0,USER_ANOM_TRAIN_2089,MERCHANT_282,2024-02-08 00:00:00.000000,50464.65,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_667,USER_TRAIN_1065,MERCHANT_60,2024-03-04 07:49:51.293421,457440.59,withdrawal,utilities,Surabaya,0,1,none
USER_ANOM_TRAIN_2089_VEL_156_4,USER_ANOM_TRAIN_2089,MERCHANT_267,2024-06-05 00:08:00.000000,133428.61,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_172,USER_TRAIN_1065,MERCHANT_43,2024-01-18 04:08:00.208155,442397.77,withdrawal,groceries,Bandung,0,1,none
USER_ANOM_TRAIN_2089_HIGH_382,USER_ANOM_TRAIN_2089,MERCHANT_291,2024-05-07 08:23:00.000000,8775168.0,withdrawal,luxury_goods,Jakarta,1,1,high_amount
USER_ANOM_TRAIN_2089_GEO_127,USER_ANOM_TRAIN_2089,MERCHANT_232,2024-01-11 14:31:00.000000,570841.42,withdrawal,travel_agency,Lagos,1,1,geo_anomaly
USER_ANOM_TRAIN_2089_VEL_224_4,USER_ANOM_TRAIN_2089,MERCHANT_209,2024-08-12 00:08:00.000000,137300.02,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_221,USER_TRAIN_1065,MERCHANT_61,2024-01-18 17:32:08.978812,498228.23,withdrawal,dining,Bandung,0,1,none
USER_TRAIN_1065_NORM_1004,USER_TRAIN_1065,MERCHANT_10,2024-03-07 06:06:47.886490,414393.63,withdrawal,utilities,Surabaya,0,1,none
USER_TRAIN_1065_NORM_757,USER_TRAIN_1065,MERCHANT_89,2024-02-18 14:09:11.417170,88791.53,withdrawal,groceries,Bandung,0,1,none
USER_TRAIN_1065_NORM_550,USER_TRAIN_1065,MERCHANT_64,2024-01-24 08:33:45.741991,384026.79,withdrawal,transport,Jakarta,0,1,none
USER_TRAIN_1065_NORM_936,USER_TRAIN_1065,MERCHANT_76,2024-03-12 02:35:19.618817,368715.76,withdrawal,dining,Bandung,0,1,none
USER_TRAIN_1065_NORM_624,USER_TRAIN_1065,MERCHANT_18,2024-04-11 18:54:47.512665,337728.6,withdrawal,entertainment,Surabaya,0,1,none
USER_TRAIN_1065_NORM_1002,USER_TRAIN_1065,MERCHANT_92,2024-06-24 07:38:13.424062,338453.36,withdrawal,entertainment,Surabaya,0,1,none
USER_ANOM_TRAIN_2089_VEL_4_1,USER_ANOM_TRAIN_2089,MERCHANT_217,2024-01-05 00:02:00.000000,49286.52,withdrawal,online_services,Online,1,1,velocity_attack
USER_ANOM_TRAIN_2089_VEL_184_0,USER_ANOM_TRAIN_2089,MERCHANT_295,2024-07-03 00:00:00.000000,106252.58,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_1307,USER_TRAIN_1065,MERCHANT_32,2024-06-08 04:56:15.941434,76903.4,withdrawal,utilities,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_290_0,USER_ANOM_TRAIN_2089,MERCHANT_287,2024-10-17 00:00:00.000000,133715.95,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_262,USER_TRAIN_1065,MERCHANT_78,2024-02-05 04:10:11.385652,123123.25,withdrawal,utilities,Bandung,0,1,none
USER_TRAIN_1065_NORM_1185,USER_TRAIN_1065,MERCHANT_52,2024-05-30 19:12:45.863864,306379.71,withdrawal,dining,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_159_1,USER_ANOM_TRAIN_2089,MERCHANT_209,2024-06-08 00:02:00.000000,131406.46,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_581,USER_TRAIN_1065,MERCHANT_100,2024-02-29 10:24:44.123407,321466.19,withdrawal,entertainment,Jakarta,0,1,none
USER_TRAIN_1065_NORM_424,USER_TRAIN_1065,MERCHANT_4,2024-02-01 13:16:25.843078,460576.25,withdrawal,transport,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_VEL_141_1,USER_ANOM_TRAIN_2089,MERCHANT_277,2024-05-21 00:02:00.000000,43684.34,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_1033,USER_TRAIN_1065,MERCHANT_63,2024-04-26 04:57:53.427347,399858.15,withdrawal,shopping,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_VEL_326_5,USER_ANOM_TRAIN_2089,MERCHANT_206,2024-11-22 00:10:00.000000,54622.45,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_830,USER_TRAIN_1065,MERCHANT_85,2024-04-15 14:09:56.850313,184079.71,withdrawal,shopping,Surabaya,0,1,none
USER_TRAIN_1065_NORM_1403,USER_TRAIN_1065,MERCHANT_21,2024-08-04 20:22:20.130013,355578.61,withdrawal,transport,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_VEL_133_0,USER_ANOM_TRAIN_2089,MERCHANT_276,2024-05-13 00:00:00.000000,126541.72,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_1104,USER_TRAIN_1065,MERCHANT_59,2024-02-21 11:17:10.776426,476116.47,withdrawal,transport,Jakarta,0,1,none
USER_TRAIN_1065_NORM_1335,USER_TRAIN_1065,MERCHANT_51,2024-07-13 04:42:36.737667,104640.11,withdrawal,groceries,Surabaya,0,1,none
USER_TRAIN_1065_NORM_271,USER_TRAIN_1065,MERCHANT_65,2024-02-04 22:45:36.345643,498535.64,withdrawal,transport,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_VEL_87_1,USER_ANOM_TRAIN_2089,MERCHANT_201,2024-03-28 00:02:00.000000,14541.86,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_1005,USER_TRAIN_1065,MERCHANT_96,2024-07-22 00:06:58.431739,261940.62,withdrawal,shopping,Bandung,0,1,none
USER_TRAIN_1065_NORM_1472,USER_TRAIN_1065,MERCHANT_97,2024-07-26 10:59:20.477841,121180.56,withdrawal,entertainment,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_253_4,USER_ANOM_TRAIN_2089,MERCHANT_283,2024-09-10 00:08:00.000000,97936.55,withdrawal,online_services,Online,1,1,velocity_attack
USER_ANOM_TRAIN_2089_VEL_368_2,USER_ANOM_TRAIN_2089,MERCHANT_215,2025-01-03 00:04:00.000000,86477.16,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_1166,USER_TRAIN_1065,MERCHANT_33,2024-02-27 08:19:37.101879,214280.25,withdrawal,utilities,Jakarta,0,1,none
USER_TRAIN_1065_NORM_232,USER_TRAIN_1065,MERCHANT_63,2024-01-26 07:44:12.755231,413770.77,withdrawal,transport,Bandung,0,1,none
USER_TRAIN_1065_NORM_1136,USER_TRAIN_1065,MERCHANT_20,2024-06-09 02:12:19.275783,428200.72,withdrawal,utilities,Surabaya,0,1,none
USER_TRAIN_1065_NORM_55,USER_TRAIN_1065,MERCHANT_81,2024-01-12 02:33:28.467268,93729.65,withdrawal,dining,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_VEL_181_5,USER_ANOM_TRAIN_2089,MERCHANT_213,2024-06-30 00:10:00.000000,106615.09,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_1315,USER_TRAIN_1065,MERCHANT_9,2024-08-14 04:09:36.703741,97754.59,withdrawal,shopping,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_VEL_41_2,USER_ANOM_TRAIN_2089,MERCHANT_275,2024-02-11 00:04:00.000000,140713.54,withdrawal,online_services,Online,1,1,velocity_attack
USER_ANOM_TRAIN_2089_VEL_35_4,USER_ANOM_TRAIN_2089,MERCHANT_232,2024-02-05 00:08:00.000000,66190.68,withdrawal,online_services,Online,1,1,velocity_attack
USER_ANOM_TRAIN_2089_VEL_387_1,USER_ANOM_TRAIN_2089,MERCHANT_272,2025-01-22 00:02:00.000000,78350.93,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_819,USER_TRAIN_1065,MERCHANT_46,2024-05-21 09:54:39.781730,366459.33,withdrawal,shopping,Surabaya,0,1,none
USER_TRAIN_1065_NORM_595,USER_TRAIN_1065,MERCHANT_40,2024-03-22 04:39:47.312094,92887.87,withdrawal,shopping,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_222_3,USER_ANOM_TRAIN_2089,MERCHANT_219,2024-08-10 00:06:00.000000,94664.19,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_314,USER_TRAIN_1065,MERCHANT_81,2024-01-30 02:35:19.776059,143142.11,withdrawal,shopping,Bandung,0,1,none
USER_TRAIN_1065_NORM_656,USER_TRAIN_1065,MERCHANT_72,2024-04-04 14:28:05.642944,186858.92,withdrawal,groceries,Surabaya,0,1,none
USER_TRAIN_1065_NORM_195,USER_TRAIN_1065,MERCHANT_58,2024-01-27 21:03:31.219545,74078.12,withdrawal,transport,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_224_1,USER_ANOM_TRAIN_2089,MERCHANT_209,2024-08-12 00:02:00.000000,50839.71,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_153,USER_TRAIN_1065,MERCHANT_64,2024-01-17 01:19:34.002526,106762.72,withdrawal,groceries,Jakarta,0,1,none
USER_TRAIN_1065_NORM_732,USER_TRAIN_1065,MERCHANT_11,2024-05-12 11:18:19.193901,303499.32,withdrawal,dining,Surabaya,0,1,none
USER_TRAIN_1065_NORM_343,USER_TRAIN_1065,MERCHANT_97,2024-02-10 20:49:26.300546,172645.05,withdrawal,shopping,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_HIGH_377,USER_ANOM_TRAIN_2089,MERCHANT_291,2024-05-05 16:34:00.000000,6225456.0,withdrawal,luxury_goods,Jakarta,1,1,high_amount
USER_ANOM_TRAIN_2089_GEO_298,USER_ANOM_TRAIN_2089,MERCHANT_285,2024-01-25 20:34:00.000000,784656.96,withdrawal,travel_agency,Lagos,1,1,geo_anomaly
USER_TRAIN_1065_NORM_629,USER_TRAIN_1065,MERCHANT_15,2024-04-07 19:33:39.646920,104526.83,withdrawal,transport,Surabaya,0,1,none
USER_ANOM_TRAIN_2089_HIGH_338,USER_ANOM_TRAIN_2089,MERCHANT_298,2024-04-22 16:50:00.000000,2364308.0,withdrawal,luxury_goods,Jakarta,1,1,high_amount
USER_TRAIN_1065_NORM_1160,USER_TRAIN_1065,MERCHANT_13,2024-06-19 18:21:05.260102,416918.44,withdrawal,shopping,Surabaya,0,1,none
USER_ANOM_TRAIN_2089_VEL_299_0,USER_ANOM_TRAIN_2089,MERCHANT_266,2024-10-26 00:00:00.000000,88901.24,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_979,USER_TRAIN_1065,MERCHANT_59,2024-04-03 07:10:19.493584,108397.76,withdrawal,dining,Bandung,0,1,none
USER_ANOM_TRAIN_2089_HIGH_244,USER_ANOM_TRAIN_2089,MERCHANT_210,2024-03-22 08:26:00.000000,3048146.0,withdrawal,luxury_goods,Jakarta,1,1,high_amount
USER_TRAIN_1065_NORM_927,USER_TRAIN_1065,MERCHANT_14,2024-06-23 21:59:38.554303,420690.84,withdrawal,entertainment,Bandung,0,1,none
USER_TRAIN_1065_NORM_1521,USER_TRAIN_1065,MERCHANT_91,2024-11-03 21:19:18.418138,471747.22,withdrawal,transport,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_90_0,USER_ANOM_TRAIN_2089,MERCHANT_220,2024-03-31 00:00:00.000000,121345.78,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_711,USER_TRAIN_1065,MERCHANT_41,2024-04-17 13:50:31.581073,223510.59,withdrawal,shopping,Surabaya,0,1,none
USER_TRAIN_1065_NORM_804,USER_TRAIN_1065,MERCHANT_11,2024-06-07 12:06:24.554690,397705.67,withdrawal,entertainment,Surabaya,0,1,none
USER_TRAIN_1065_NORM_597,USER_TRAIN_1065,MERCHANT_64,2024-05-02 16:21:52.892908,430609.19,withdrawal,groceries,Jakarta,0,1,none
USER_TRAIN_1065_NORM_505,USER_TRAIN_1065,MERCHANT_53,2024-02-06 11:24:07.683225,489471.4,withdrawal,entertainment,Surabaya,0,1,none
USER_TRAIN_1065_NORM_1530,USER_TRAIN_1065,MERCHANT_12,2024-05-03 11:27:17.566755,479092.61,withdrawal,shopping,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_VEL_109_1,USER_ANOM_TRAIN_2089,MERCHANT_242,2024-04-19 00:02:00.000000,139732.15,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_1478,USER_TRAIN_1065,MERCHANT_13,2024-10-04 04:00:55.440590,432703.74,withdrawal,dining,Bandung,0,1,none
USER_TRAIN_1065_NORM_1006,USER_TRAIN_1065,MERCHANT_79,2024-04-19 04:49:11.766277,255077.4,withdrawal,shopping,Bandung,0,1,none
USER_TRAIN_1065_NORM_518,USER_TRAIN_1065,MERCHANT_97,2024-02-25 07:53:43.990515,431093.39,withdrawal,groceries,Bandung,0,1,none
USER_ANOM_TRAIN_2089_HIGH_101,USER_ANOM_TRAIN_2089,MERCHANT_210,2024-02-03 16:32:00.000000,2452816.0,withdrawal,luxury_goods,Jakarta,1,1,high_amount
USER_ANOM_TRAIN_2089_VEL_153_3,USER_ANOM_TRAIN_2089,MERCHANT_286,2024-06-02 00:06:00.000000,114250.58,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_863,USER_TRAIN_1065,MERCHANT_6,2024-03-13 16:32:52.184270,109612.9,withdrawal,groceries,Bandung,0,1,none
USER_ANOM_TRAIN_2089_HIGH_128,USER_ANOM_TRAIN_2089,MERCHANT_218,2024-02-12 16:52:00.000000,10097733.0,withdrawal,luxury_goods,Jakarta,1,1,high_amount
USER_ANOM_TRAIN_2089_VEL_87_2,USER_ANOM_TRAIN_2089,MERCHANT_201,2024-03-28 00:04:00.000000,60277.78,withdrawal,online_services,Online,1,1,velocity_attack
USER_ANOM_TRAIN_2089_VEL_257_4,USER_ANOM_TRAIN_2089,MERCHANT_253,2024-09-14 00:08:00.000000,108053.58,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_1352,USER_TRAIN_1065,MERCHANT_80,2024-06-07 08:43:02.348144,318661.17,withdrawal,transport,Surabaya,0,1,none
USER_TRAIN_1065_NORM_418,USER_TRAIN_1065,MERCHANT_68,2024-02-26 01:28:52.576092,90272.43,withdrawal,shopping,Surabaya,0,1,none
USER_TRAIN_1065_NORM_414,USER_TRAIN_1065,MERCHANT_89,2024-03-04 07:50:18.129972,261388.25,withdrawal,utilities,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_43_6,USER_ANOM_TRAIN_2089,MERCHANT_225,2024-02-13 00:12:00.000000,108350.4,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_890,USER_TRAIN_1065,MERCHANT_64,2024-05-13 01:16:39.682858,395550.24,withdrawal,dining,Surabaya,0,1,none
USER_ANOM_TRAIN_2089_VEL_218_2,USER_ANOM_TRAIN_2089,MERCHANT_279,2024-08-06 00:04:00.000000,48623.72,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_669,USER_TRAIN_1065,MERCHANT_31,2024-04-05 13:42:59.935860,317114.86,withdrawal,shopping,Jakarta,0,1,none
USER_TRAIN_1065_NORM_1019,USER_TRAIN_1065,MERCHANT_7,2024-04-29 01:27:07.414087,317230.64,withdrawal,groceries,Bandung,0,1,none
USER_TRAIN_1065_NORM_1143,USER_TRAIN_1065,MERCHANT_77,2024-04-07 14:33:10.839977,51693.41,withdrawal,transport,Bandung,0,1,none
USER_ANOM_TRAIN_2089_HIGH_16,USER_ANOM_TRAIN_2089,MERCHANT_272,2024-01-06 08:09:00.000000,8917183.0,withdrawal,luxury_goods,Jakarta,1,1,high_amount
USER_TRAIN_1065_NORM_1025,USER_TRAIN_1065,MERCHANT_8,2024-03-11 11:02:11.079667,194072.08,withdrawal,utilities,Bandung,0,1,none
USER_TRAIN_1065_NORM_689,USER_TRAIN_1065,MERCHANT_73,2024-02-07 22:44:08.042058,212068.29,withdrawal,dining,Surabaya,0,1,none
USER_TRAIN_1065_NORM_884,USER_TRAIN_1065,MERCHANT_53,2024-05-09 23:54:44.281354,156141.92,withdrawal,groceries,Jakarta,0,1,none
USER_TRAIN_1065_NORM_264,USER_TRAIN_1065,MERCHANT_37,2024-01-18 14:35:24.939749,58647.6,withdrawal,groceries,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_GEO_84,USER_ANOM_TRAIN_2089,MERCHANT_221,2024-01-08 00:55:00.000000,612019.08,withdrawal,travel_agency,Moscow,1,1,geo_anomaly
USER_ANOM_TRAIN_2089_VEL_131_2,USER_ANOM_TRAIN_2089,MERCHANT_254,2024-05-11 00:04:00.000000,133607.92,withdrawal,online_services,Online,1,1,velocity_attack
USER_ANOM_TRAIN_2089_GEO_396,USER_ANOM_TRAIN_2089,MERCHANT_233,2024-02-03 00:33:00.000000,212240.22,withdrawal,travel_agency,Moscow,1,1,geo_anomaly
USER_TRAIN_1065_NORM_249,USER_TRAIN_1065,MERCHANT_35,2024-01-20 21:00:56.205088,210330.33,withdrawal,shopping,Surabaya,0,1,none
USER_TRAIN_1065_NORM_336,USER_TRAIN_1065,MERCHANT_7,2024-02-19 06:47:10.331479,395144.67,withdrawal,entertainment,Surabaya,0,1,none
USER_TRAIN_1065_NORM_1561,USER_TRAIN_1065,MERCHANT_64,2024-09-03 17:34:38.301146,494541.74,withdrawal,transport,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_107_0,USER_ANOM_TRAIN_2089,MERCHANT_209,2024-04-17 00:00:00.000000,108123.19,withdrawal,online_services,Online,1,1,velocity_attack
USER_ANOM_TRAIN_2089_VEL_187_1,USER_ANOM_TRAIN_2089,MERCHANT_277,2024-07-06 00:02:00.000000,43622.67,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_1198,USER_TRAIN_1065,MERCHANT_95,2024-06-22 16:35:21.396428,193607.94,withdrawal,dining,Bandung,0,1,none
USER_TRAIN_1065_NORM_644,USER_TRAIN_1065,MERCHANT_61,2024-03-25 08:11:12.110636,118307.44,withdrawal,shopping,Bandung,0,1,none
USER_TRAIN_1065_NORM_68,USER_TRAIN_1065,MERCHANT_2,2024-01-10 05:13:56.922453,425564.68,withdrawal,entertainment,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_372_0,USER_ANOM_TRAIN_2089,MERCHANT_204,2025-01-07 00:00:00.000000,24729.68,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_230,USER_TRAIN_1065,MERCHANT_26,2024-01-24 15:45:24.806394,96599.9,withdrawal,shopping,Surabaya,0,1,none
USER_TRAIN_1065_NORM_651,USER_TRAIN_1065,MERCHANT_48,2024-02-04 01:37:31.877346,60382.6,withdrawal,transport,Surabaya,0,1,none
USER_ANOM_TRAIN_2089_VEL_265_4,USER_ANOM_TRAIN_2089,MERCHANT_213,2024-09-22 00:08:00.000000,114970.01,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_942,USER_TRAIN_1065,MERCHANT_62,2024-04-09 02:55:34.458842,115204.7,withdrawal,transport,Jakarta,0,1,none
USER_TRAIN_1065_NORM_1010,USER_TRAIN_1065,MERCHANT_18,2024-04-23 17:55:26.631093,134232.5,withdrawal,utilities,Surabaya,0,1,none
USER_ANOM_TRAIN_2089_GEO_14,USER_ANOM_TRAIN_2089,MERCHANT_236,2024-01-02 04:35:00.000000,578813.78,withdrawal,travel_agency,Moscow,1,1,geo_anomaly
USER_TRAIN_1065_NORM_791,USER_TRAIN_1065,MERCHANT_4,2024-03-30 09:48:48.356232,65779.71,withdrawal,groceries,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_394_0,USER_ANOM_TRAIN_2089,MERCHANT_226,2025-01-29 00:00:00.000000,115483.95,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_1249,USER_TRAIN_1065,MERCHANT_54,2024-04-04 07:37:42.570880,53922.1,withdrawal,utilities,Bandung,0,1,none
USER_ANOM_TRAIN_2089_VEL_149_0,USER_ANOM_TRAIN_2089,MERCHANT_201,2024-05-29 00:00:00.000000,95407.71,withdrawal,online_services,Online,1,1,velocity_attack
USER_TRAIN_1065_NORM_463,USER_TRAIN_1065,MERCHANT_99,2024-02-13 05:43:59.426021,133258.94,withdrawal,groceries,Bandung,0,1,none
USER_TRAIN_1065_NORM_850,USER_TRAIN_1065,MERCHANT_31,2024-02-28 10:52:52.755677,162337.52,withdrawal,transport,Bandung,0,1,none
USER_TRAIN_1065_NORM_855,USER_TRAIN_1065,MERCHANT_76,2024-06-20 10:21:46.472938,51792.03,withdrawal,shopping,Jakarta,0,1,none
USER_ANOM_TRAIN_2089_VEL_332_1,USER_ANOM_TRAIN_2089,MERCHANT_247,2024-11-28 00:02:00.000000,143716.3,withdrawal,online_services,Online,1,1,velocity_attack
